Student_ID,Age,Gender,Grade,Section,Average_Score,Math_Score,Science_Score,Language_Score,Exam_Attendance,Assignments_Completed,Failed_Subjects,Attendance_Percentage,Days_Absent,Late_Coming,Participation_in_Activities,Disciplinary_Actions,Homework_Completion,Class_Engagement,Parent_Education_Level,Family_Income,Siblings_in_School,Parental_Involvement,Dropout_Risk
6837,12,Female,9,D,39.31,56.51,53.31,44.8,1,14,0,81.86,25,6,5,1,87.73,Medium,Graduate,2660,1,Medium,High
6838,15,Female,10,C,80.07,47.53,77.98,79.07,1,7,2,71.17,31,8,2,4,50.2,High,High School,4734,2,Medium,High
6839,15,Male,11,C,98.54,59.92,55.53,74.78,1,10,1,97.57,14,1,1,2,70.67,Medium,High School,9573,2,Low,Low
6840,16,Male,10,D,62.38,71.73,77.14,53.65,1,2,0,77.54,26,9,5,4,64.97,High,Graduate,5516,3,Medium,Low
6841,15,Male,9,D,81.34,85.16,82.43,89.62,1,12,0,79.79,21,13,3,1,62.78,Medium,Graduate,9610,0,High,Low
6842,17,Female,8,B,98.28,34.65,87.46,25.71,1,5,2,88.16,37,3,7,3,91.45,Medium,Graduate,5309,1,Medium,High
6843,11,Female,11,D,68.32,52.43,78.24,60.73,1,8,3,81.27,26,11,1,2,73.83,High,High School,3016,3,High,High
6844,10,Female,11,D,78.93,56.9,32.8,36.03,0,19,0,92.14,18,13,5,3,52.49,Medium,Graduate,8112,1,High,Low
6845,17,Other,8,D,31.41,59.04,94.9,49.92,1,15,1,61.45,7,12,1,4,98.8,Medium,Post-Graduate,4294,1,High,High
6846,13,Male,8,C,66.38,63.36,37.07,75.92,1,11,1,89.29,41,5,1,2,57.33,Medium,Graduate,5450,0,High,Low
6847,17,Other,9,D,47.91,84.14,48.61,27.92,1,16,3,53.18,26,11,0,0,71.68,Medium,Graduate,2961,3,High,High
6848,16,Female,7,A,39.19,90.9,54.33,23.5,1,1,3,84.16,36,12,7,3,81.59,Medium,Post-Graduate,3277,3,Medium,High
6849,16,Male,6,A,79.6,32.73,76.99,53.67,1,0,3,99.27,33,6,3,3,78.21,High,Graduate,3958,1,Low,High
6850,17,Other,7,C,32.74,77.01,76.1,41.71,1,15,3,84.37,28,0,4,4,71.76,Medium,Graduate,8043,3,Medium,High
6851,12,Male,7,B,93.34,58.33,96.94,77.64,1,4,1,66.48,34,16,7,1,65.23,Medium,Post-Graduate,2756,3,Medium,High
6852,11,Female,10,B,66.24,53.42,35.08,25.24,1,16,1,75.33,40,16,9,0,78.45,Medium,Post-Graduate,2486,3,High,Low
6853,12,Female,6,C,75.38,29.07,56.06,97.32,1,16,0,99.64,23,1,0,1,92.78,Medium,Graduate,4167,2,Medium,Low
6854,12,Female,8,A,47.74,25.13,36.3,69.66,1,7,0,73.95,47,12,2,2,62.0,Medium,High School,9321,3,High,High
6855,17,Female,7,C,42.75,98.22,73.81,60.1,1,14,1,89.39,1,14,9,1,53.15,Medium,Graduate,9664,3,Medium,High
6856,14,Male,9,D,47.06,71.39,37.04,53.0,1,11,3,59.12,39,13,5,3,67.89,Low,High School,9231,0,High,High
6857,14,Female,7,C,46.26,56.19,89.43,79.92,1,16,0,92.04,46,5,2,0,87.37,High,Graduate,6235,0,Medium,High
6858,14,Male,8,B,90.52,80.94,98.62,48.51,1,9,1,58.82,15,9,8,2,99.57,Medium,High School,7719,0,Low,High
6859,11,Female,7,A,85.11,27.29,45.35,82.16,1,11,1,99.68,48,2,9,2,82.55,Low,High School,5261,1,High,Low
6860,12,Female,11,B,89.69,68.6,79.15,76.86,1,19,2,55.39,0,3,9,3,75.47,High,Illiterate,2362,1,High,High
6861,10,Other,10,B,81.44,72.85,62.62,64.11,1,16,1,69.08,34,13,2,1,53.84,Low,Illiterate,3872,3,Medium,High
6862,13,Male,10,A,75.05,56.16,48.74,91.09,1,19,0,85.12,4,9,1,2,67.06,High,High School,5897,3,High,Low
6863,14,Female,7,D,66.95,40.21,35.3,47.68,1,11,3,87.26,10,4,5,2,52.83,High,Graduate,2422,0,High,High
6864,14,Other,10,A,48.58,96.37,77.54,24.63,0,7,3,65.32,24,10,3,2,71.01,High,High School,3659,1,High,High
6865,16,Female,9,A,79.38,44.09,32.7,50.1,1,17,0,79.91,7,19,1,0,74.52,Medium,High School,7291,1,Medium,Low
6866,12,Male,6,C,39.56,29.98,42.45,90.03,1,14,3,54.25,14,16,3,3,63.73,High,High School,5533,2,Medium,High
6867,12,Male,7,A,65.77,70.44,93.57,26.19,1,8,0,51.79,38,17,8,2,53.49,Medium,Graduate,9020,3,Medium,High
6868,11,Male,9,C,43.67,65.95,60.67,81.05,1,13,3,56.87,2,2,4,0,71.35,Medium,High School,4080,3,Medium,High
6869,11,Female,11,B,65.33,80.38,88.33,86.02,1,7,1,69.84,27,7,6,0,98.55,Low,High School,5460,1,High,High
6870,14,Female,9,A,50.57,80.3,81.4,54.24,1,13,2,74.44,27,13,9,4,66.09,Medium,High School,6029,2,Medium,High
6871,12,Other,9,D,33.74,69.62,50.1,35.56,1,10,2,54.95,12,9,9,2,65.7,Medium,High School,5428,3,Medium,High
6872,10,Male,11,C,65.26,36.6,37.44,48.44,1,12,1,71.98,5,12,1,4,57.41,High,High School,4121,3,Medium,High
6873,13,Male,8,C,42.73,90.97,27.99,51.88,1,6,2,95.53,3,13,9,4,77.8,Medium,Graduate,3704,3,Low,High
6874,17,Female,7,D,41.28,39.86,96.85,94.58,1,10,1,79.71,36,14,6,0,76.8,High,Graduate,3305,1,High,High
6875,12,Female,7,C,56.91,27.52,45.98,42.77,1,11,1,65.4,33,5,2,2,69.31,High,Graduate,9320,2,Low,High
6876,16,Other,7,C,55.33,44.12,73.85,97.81,1,10,0,59.41,4,19,0,0,94.7,Low,High School,5222,0,Medium,High
6877,17,Female,6,D,90.69,58.66,78.42,28.71,1,5,3,75.62,39,0,7,1,54.71,High,Graduate,8996,1,Medium,High
6878,12,Male,9,B,69.52,36.57,35.81,97.92,1,8,0,62.0,29,18,3,2,96.06,Low,High School,2281,2,Medium,High
6879,15,Female,7,A,89.82,46.69,75.5,37.87,1,10,2,97.13,40,17,8,1,70.58,Medium,High School,2234,1,High,High
6880,11,Female,10,A,40.28,61.1,20.74,33.42,1,0,1,66.37,47,15,9,1,56.8,High,High School,6939,0,Medium,High
6881,16,Female,8,A,55.01,45.84,53.46,29.61,1,18,1,52.26,10,8,9,3,78.18,High,Post-Graduate,5411,1,High,High
6882,13,Male,11,A,68.87,27.15,48.03,45.3,1,15,2,89.18,30,18,7,1,83.99,Medium,High School,5690,0,High,High
6883,14,Male,11,A,40.72,35.78,94.63,69.32,1,16,3,89.57,10,3,1,1,63.97,Medium,High School,8538,0,High,High
6884,16,Male,6,A,38.96,83.54,98.88,73.31,1,19,1,94.51,35,17,1,4,91.85,Medium,High School,8330,3,Low,High
6885,12,Female,11,C,76.3,96.35,43.04,49.6,1,6,3,90.96,11,19,8,2,50.56,Low,High School,2609,3,Medium,High
6886,14,Male,8,A,75.77,31.87,68.8,38.46,1,0,1,64.85,23,3,6,1,67.44,Medium,Post-Graduate,2903,1,Medium,High
6887,12,Male,9,C,46.39,74.48,79.62,99.6,1,12,1,88.1,18,4,3,4,93.89,High,Graduate,3570,2,Medium,High
6888,14,Male,11,D,45.9,92.45,35.29,41.65,1,14,0,92.91,34,18,4,0,83.88,High,Post-Graduate,3695,1,High,High
6889,13,Female,11,B,82.18,43.93,74.93,50.26,1,2,3,92.27,0,13,3,0,61.19,Medium,High School,6135,3,High,High
6890,11,Male,10,C,38.19,86.36,40.62,58.48,1,3,1,72.73,5,4,8,2,72.71,High,Post-Graduate,5154,2,Low,High
6891,13,Female,9,B,94.63,92.39,33.51,79.17,1,2,2,85.13,1,5,1,1,63.4,Low,Graduate,2839,1,Medium,High
6892,15,Male,7,D,96.06,43.96,88.05,32.17,0,8,1,96.48,19,18,8,3,73.68,Medium,High School,9827,1,High,Low
6893,10,Male,8,A,90.97,24.54,60.2,41.29,1,14,3,81.28,41,1,1,3,91.87,Low,Graduate,4677,1,Medium,High
6894,11,Female,11,B,44.75,93.34,43.76,99.75,1,5,1,66.08,11,8,7,1,52.53,High,Graduate,6431,1,Medium,High
6895,13,Male,10,B,31.18,46.44,52.38,86.01,1,5,3,54.04,9,10,6,0,62.28,Medium,Illiterate,5794,2,Medium,High
6896,15,Male,8,D,95.57,21.1,53.05,55.51,1,7,2,55.59,47,3,6,0,51.57,Medium,Graduate,8325,2,Medium,High
6897,10,Male,6,D,54.08,57.99,81.6,28.7,1,14,0,74.02,38,13,2,4,99.57,High,High School,9170,2,Low,High
6898,15,Female,10,D,51.73,29.27,90.94,89.34,1,11,2,80.24,7,15,2,4,57.97,High,High School,7651,2,High,High
6899,12,Female,6,C,48.32,92.14,58.05,82.64,0,12,2,58.96,33,0,3,3,64.09,High,Graduate,3362,3,Medium,High
6900,17,Male,11,C,47.12,32.4,45.83,66.46,1,19,1,59.38,2,6,6,4,92.66,Medium,Post-Graduate,7295,1,Medium,High
6901,12,Male,10,B,81.42,44.35,78.18,52.36,1,4,3,55.81,48,1,3,1,75.58,High,High School,6489,3,Medium,High
6902,14,Other,7,D,93.55,83.24,92.42,94.85,1,5,2,65.92,18,12,3,4,97.22,Medium,Post-Graduate,5416,0,Medium,High
6903,11,Female,8,B,85.02,84.51,29.13,43.65,1,6,0,78.95,19,16,9,2,79.51,Medium,High School,8097,3,Medium,Low
6904,12,Male,8,A,77.19,92.1,83.74,45.67,1,4,2,84.28,49,16,0,3,86.1,High,Graduate,7147,2,High,High
6905,16,Female,9,D,50.14,59.79,64.57,90.04,1,4,1,95.54,45,1,5,0,80.85,High,Post-Graduate,9442,2,Low,Low
6906,15,Female,10,C,68.29,98.94,89.41,70.11,1,9,1,79.83,38,10,4,4,86.87,High,High School,4932,1,Low,Low
6907,11,Female,10,D,46.59,61.3,61.13,96.07,1,4,2,61.56,2,18,7,2,63.42,Medium,High School,8883,0,High,High
6908,17,Female,6,B,37.81,83.26,89.01,71.6,1,6,0,86.37,5,18,1,0,66.62,Medium,High School,4790,1,Medium,High
6909,16,Male,10,C,38.42,48.95,64.36,22.64,1,13,2,94.66,46,9,6,4,80.16,Medium,Illiterate,5948,2,High,High
6910,12,Male,8,A,72.26,95.3,31.59,34.14,1,14,1,60.49,33,7,3,1,93.02,Medium,Illiterate,9361,0,Medium,High
6911,14,Other,10,A,32.69,74.8,20.4,42.54,1,18,3,88.68,17,16,6,3,61.44,Medium,Graduate,6602,3,Medium,High
6912,13,Female,9,B,98.13,26.17,69.6,89.38,1,9,2,90.35,21,4,8,0,97.85,Low,Post-Graduate,8107,2,Medium,High
6913,14,Male,9,D,99.68,28.68,67.37,86.47,1,9,3,65.32,30,12,0,0,72.38,High,Graduate,7670,3,Medium,High
6914,16,Other,8,A,40.46,91.26,36.82,83.23,1,19,3,75.01,10,4,1,2,56.75,Low,High School,4318,0,High,High
6915,10,Other,8,B,59.91,84.76,88.05,64.28,1,13,0,70.76,1,1,6,3,93.6,Medium,High School,3130,1,Medium,High
6916,12,Other,8,C,83.77,46.41,89.42,31.12,0,3,0,62.52,23,1,1,3,96.39,High,Graduate,2293,1,Low,High
6917,16,Female,10,C,96.85,61.73,84.33,30.5,1,13,2,75.77,6,17,4,2,91.14,Medium,Graduate,8525,3,Medium,High
6918,10,Other,10,B,92.39,88.22,94.93,30.09,1,5,3,93.73,6,8,7,4,71.75,Medium,Illiterate,6275,2,Medium,High
6919,10,Male,7,D,47.83,28.27,60.53,88.37,1,14,2,53.56,23,9,3,2,97.17,High,High School,4256,1,Medium,High
6920,15,Female,11,D,35.96,31.05,76.18,31.32,1,8,0,95.57,31,8,3,0,66.61,Low,Graduate,5044,2,Medium,High
6921,11,Female,11,D,50.21,77.24,92.36,84.68,1,0,3,52.76,46,13,5,0,54.43,High,Graduate,2469,2,Low,High
6922,15,Male,6,D,60.61,26.58,56.5,87.58,1,17,3,72.31,20,0,1,1,67.18,High,Post-Graduate,6942,3,Medium,High
6923,12,Male,10,B,55.2,48.21,69.47,28.4,1,14,2,51.33,16,14,5,3,68.29,Medium,High School,2040,0,Medium,High
6924,10,Other,7,B,84.17,40.14,61.02,92.16,1,14,1,86.14,31,0,1,0,90.05,High,Graduate,5062,3,Medium,Low
6925,17,Male,7,C,48.05,80.82,98.66,91.8,0,5,1,55.65,43,10,5,0,85.76,Medium,High School,6939,1,Medium,High
6926,16,Female,9,C,90.1,20.2,55.01,71.06,1,14,3,91.76,24,7,0,3,81.06,High,Graduate,4393,3,Medium,High
6927,13,Male,10,D,45.79,29.23,45.36,61.04,1,6,3,94.91,43,1,3,4,59.62,High,Graduate,9995,2,Low,High
6928,10,Male,7,A,55.29,27.92,70.37,71.78,1,13,2,70.16,46,0,3,3,90.0,Medium,Post-Graduate,2344,1,Medium,High
6929,16,Female,9,A,61.35,45.45,42.46,52.39,1,9,1,99.3,32,5,2,0,51.6,Medium,Graduate,6703,3,Medium,Low
6930,17,Male,6,C,50.39,38.6,88.61,67.09,1,11,3,69.87,16,9,0,3,60.96,High,Post-Graduate,5074,0,High,High
6931,13,Female,9,C,83.65,38.26,91.38,97.56,1,4,3,72.87,32,2,3,4,77.45,Medium,High School,4874,1,Medium,High
6932,15,Female,6,B,58.67,49.63,47.61,29.06,1,5,3,70.97,23,18,4,0,73.8,Medium,Graduate,6331,2,High,High
6933,15,Male,11,C,92.09,37.12,48.67,38.7,1,3,1,77.23,37,9,6,4,84.53,High,High School,6534,0,High,Low
6934,11,Male,11,C,97.45,28.5,26.93,61.93,1,13,3,95.98,48,10,6,1,89.65,Low,Graduate,8118,3,Medium,High
6935,16,Male,8,D,90.19,66.66,40.47,40.69,1,9,1,55.39,35,7,1,4,93.25,Low,High School,6762,2,Low,High
6936,10,Male,8,A,66.58,96.14,25.43,99.42,1,6,2,69.72,15,0,3,0,98.24,High,High School,6029,2,Medium,High
6937,14,Female,9,A,65.69,68.57,80.58,77.62,1,8,1,67.83,24,8,4,3,77.67,Low,High School,7296,3,High,High
6938,15,Male,8,B,45.11,80.56,34.43,54.72,1,15,1,55.0,5,6,7,4,79.03,High,High School,9098,1,Medium,High
6939,15,Male,10,A,71.46,97.77,26.31,92.22,0,13,0,88.79,26,0,2,3,78.03,High,High School,7223,2,High,Low
6940,11,Female,9,D,96.69,32.25,33.15,31.56,1,1,3,56.93,37,0,7,0,94.81,Low,Graduate,8077,1,Medium,High
6941,13,Male,7,D,35.64,56.78,50.19,43.03,1,9,1,52.34,10,11,1,3,88.62,Medium,Graduate,2953,0,Medium,High
6942,11,Male,10,B,82.67,66.55,53.8,96.47,1,9,1,98.68,28,0,6,0,74.87,Low,Post-Graduate,7791,0,Medium,Low
6943,17,Male,9,C,90.87,45.77,91.89,64.56,1,5,2,84.86,29,11,0,0,84.21,High,High School,8646,0,High,High
6944,10,Female,11,C,99.07,69.05,42.37,93.65,1,2,1,86.49,35,15,4,4,65.24,Low,High School,4161,0,High,Low
6945,16,Other,6,D,53.43,69.91,77.42,98.74,1,1,2,78.75,26,0,1,1,58.31,Low,Post-Graduate,4592,0,Medium,High
6946,12,Female,8,B,54.89,87.38,91.59,48.82,1,9,0,58.57,6,5,5,2,52.36,Medium,Graduate,5441,1,Low,High
6947,12,Male,8,D,46.08,86.6,88.54,66.12,1,5,1,76.7,1,16,1,4,70.74,Low,Illiterate,3822,0,Low,High
6948,16,Male,8,A,85.23,31.4,35.92,87.74,1,19,0,88.84,8,18,1,1,68.62,High,High School,8693,1,High,Low
6949,13,Female,9,A,39.8,33.51,42.38,41.82,1,1,3,85.42,23,12,1,4,87.93,Medium,Graduate,8982,3,High,High
6950,17,Female,10,D,48.74,37.79,24.36,55.74,1,3,0,82.09,27,10,3,4,75.17,Medium,Post-Graduate,7920,1,Medium,High
6951,15,Other,6,C,50.67,40.9,58.66,32.27,1,0,1,54.11,46,12,2,0,58.56,Low,Graduate,5943,1,Low,High
6952,13,Male,8,A,56.25,65.16,52.42,72.2,1,11,0,82.38,45,1,8,1,54.9,Medium,Illiterate,3504,2,Medium,Low
6953,15,Male,10,B,59.52,46.2,63.62,20.34,1,9,1,53.36,18,19,7,2,53.98,Low,High School,9707,2,Medium,High
6954,15,Female,7,C,69.13,96.24,56.63,55.94,1,3,0,95.88,14,14,6,3,50.89,High,High School,9455,3,Medium,Low
6955,12,Female,11,A,96.39,29.46,78.86,94.33,1,11,2,92.71,1,4,3,0,53.73,Low,High School,9155,2,Medium,High
6956,13,Female,7,D,47.31,39.72,73.59,91.78,1,9,3,51.17,48,6,3,4,87.69,High,High School,5208,2,Medium,High
6957,17,Female,6,C,84.55,89.47,54.29,84.3,1,18,2,60.69,13,10,8,3,88.67,High,High School,4236,0,Medium,High
6958,11,Other,8,C,77.35,66.75,23.03,31.29,1,2,2,78.46,17,17,8,4,67.75,High,Post-Graduate,6241,0,Medium,High
6959,15,Female,7,A,38.12,63.79,47.5,61.62,1,13,3,52.24,9,3,7,0,51.65,Medium,High School,4493,3,Medium,High
6960,14,Other,11,B,86.73,67.55,45.93,77.53,1,14,2,95.49,5,11,9,4,56.44,High,High School,9183,3,Medium,High
6961,14,Other,10,A,36.34,40.18,27.15,28.09,1,1,0,94.94,30,8,5,0,75.37,Medium,High School,6326,0,Low,High
6962,11,Female,10,A,81.72,80.92,44.34,31.76,1,15,0,58.45,20,2,4,4,98.85,Medium,Illiterate,4084,2,Medium,High
6963,14,Male,7,A,80.11,59.72,98.99,23.21,1,3,0,96.03,22,19,6,3,56.12,High,High School,9348,2,High,Low
6964,10,Male,8,A,78.26,23.41,85.7,45.85,0,4,0,85.15,16,13,5,0,57.72,Medium,Graduate,2856,1,High,Low
6965,15,Female,11,A,49.37,34.17,84.13,90.19,1,13,0,73.1,38,17,7,1,70.24,Medium,High School,6256,3,Low,High
6966,11,Female,6,D,70.14,85.33,87.46,60.6,1,3,1,72.97,49,4,6,3,80.78,Medium,Graduate,3300,0,Medium,High
6967,13,Female,8,A,83.31,47.6,89.2,88.26,1,13,2,65.74,33,15,9,0,69.6,High,Graduate,8201,3,Medium,High
6968,15,Male,9,B,74.63,81.88,46.03,26.69,1,4,2,79.29,6,11,7,0,81.3,Medium,Post-Graduate,8794,0,High,High
6969,11,Male,7,C,86.3,73.07,45.78,24.49,1,12,1,80.08,5,3,1,1,53.26,High,Graduate,2214,0,High,Low
6970,12,Female,9,D,78.15,44.12,46.92,84.31,1,19,2,58.51,0,14,6,4,58.95,Medium,Post-Graduate,5519,1,Medium,High
6971,17,Male,7,B,49.21,30.16,85.48,59.82,1,18,3,74.19,17,5,7,2,53.54,Medium,High School,9380,0,Medium,High
6972,13,Male,6,A,40.71,84.56,83.79,57.67,1,5,2,55.52,34,7,1,0,93.75,Medium,High School,5366,2,Medium,High
6973,17,Male,8,B,74.24,71.45,21.35,58.05,1,8,2,88.65,42,18,7,3,89.94,High,Post-Graduate,4442,0,High,High
6974,12,Female,11,C,83.18,44.06,95.93,50.49,1,7,1,89.76,46,2,8,4,63.34,High,High School,5040,2,Medium,Low
6975,15,Male,8,B,39.96,61.86,42.85,90.91,1,0,0,92.78,2,14,1,3,87.7,Low,Graduate,3971,1,High,High
6976,13,Female,7,A,42.24,68.95,70.09,61.68,1,6,0,52.26,0,15,3,0,90.54,Medium,High School,3649,0,Medium,High
6977,17,Male,10,C,30.84,20.17,71.19,97.91,1,11,0,83.31,2,18,3,1,92.55,Low,High School,5423,1,Medium,High
6978,14,Other,9,A,67.22,73.64,29.07,87.72,1,6,3,93.79,17,10,0,1,71.65,High,High School,3448,2,Low,High
6979,17,Female,11,A,67.96,72.49,75.66,79.01,1,16,0,66.77,14,0,5,1,98.45,Low,Graduate,7516,3,Medium,High
6980,11,Male,11,D,65.01,26.61,62.69,70.9,1,17,2,89.61,13,9,2,4,94.61,Medium,Post-Graduate,4343,0,Medium,High
6981,15,Male,8,C,52.12,83.02,68.87,86.81,1,15,1,50.29,36,7,7,1,85.48,High,Graduate,6958,3,Medium,High
6982,10,Male,8,C,59.95,86.01,55.75,90.54,1,3,3,83.26,16,7,6,4,51.6,Medium,High School,2236,1,Medium,High
6983,17,Female,7,A,83.64,43.21,84.35,30.66,1,4,0,62.03,27,6,0,0,86.86,Medium,Graduate,4076,3,Low,High
6984,13,Male,10,B,42.73,32.98,70.81,48.78,1,8,1,53.91,15,15,9,0,81.42,Medium,Graduate,4771,3,Medium,High
6985,13,Male,9,C,44.11,74.92,35.43,84.44,1,8,3,75.01,28,18,9,2,97.28,Medium,Graduate,2095,0,High,High
6986,16,Female,10,B,76.69,29.87,80.22,37.7,1,11,2,68.33,18,15,8,3,72.71,Medium,High School,6283,1,Medium,High
6987,17,Male,11,B,90.68,88.64,60.2,66.9,1,1,0,79.83,23,13,6,0,79.42,High,Graduate,3375,3,Medium,Low
6988,15,Male,10,C,53.83,58.41,22.98,82.44,0,2,2,92.81,19,6,0,4,78.44,High,High School,9956,0,Medium,High
6989,15,Female,7,B,95.29,92.78,51.59,37.92,1,7,3,69.6,27,3,7,4,51.2,High,Graduate,3658,2,Low,High
6990,12,Other,10,C,34.04,71.37,52.14,52.16,1,8,2,96.34,20,19,9,4,60.68,High,High School,3089,2,Low,High
6991,16,Male,9,D,38.3,42.81,84.11,93.21,0,10,3,63.42,22,16,9,1,59.12,High,Graduate,3344,1,Low,High
6992,17,Male,11,C,62.2,57.44,38.72,48.48,0,12,0,88.9,5,17,7,3,67.74,Low,Graduate,8887,3,High,Low
6993,14,Other,6,C,80.64,62.35,56.2,68.38,1,19,1,82.03,7,17,0,2,63.78,High,High School,7513,3,Medium,Low
6994,12,Male,11,C,55.96,85.21,24.35,54.71,1,17,3,75.76,46,13,7,3,66.16,Low,Post-Graduate,5396,3,High,High
6995,16,Other,6,D,68.83,88.95,90.52,90.16,1,13,0,72.46,10,2,0,3,53.71,Medium,Graduate,7453,3,Low,High
6996,17,Male,9,B,32.0,74.64,55.51,53.93,1,10,2,95.68,36,17,9,0,57.65,Medium,Graduate,6156,2,Medium,High
6997,17,Female,11,D,62.33,43.54,88.53,48.74,1,1,1,82.42,9,4,0,1,75.32,High,High School,4522,0,Low,Low
6998,12,Male,11,B,46.98,62.29,74.18,33.86,1,14,1,68.06,16,1,9,0,75.46,Low,Graduate,5593,3,Medium,High
6999,14,Other,11,C,66.15,30.45,45.59,47.94,1,1,3,77.61,11,2,1,1,54.85,High,High School,8886,3,Medium,High
7000,16,Male,11,C,66.81,38.41,77.02,73.56,1,12,0,77.56,49,6,8,2,80.28,Low,High School,3436,0,High,Low
7001,17,Female,7,D,82.72,44.24,57.51,34.06,1,10,3,93.85,16,11,1,0,98.91,Medium,High School,6812,1,High,High
7002,17,Male,8,D,67.79,25.82,47.3,76.43,1,14,3,52.08,37,8,9,1,69.6,Low,High School,7102,0,High,High
7003,16,Male,11,D,73.0,90.8,73.43,20.85,1,5,3,72.04,42,19,2,1,58.12,High,High School,9457,3,Medium,High
7004,10,Female,7,D,67.08,29.81,81.95,49.36,1,14,0,75.51,25,16,1,4,99.77,High,High School,4055,1,High,Low
7005,12,Female,9,C,99.33,75.75,75.09,57.27,1,15,3,57.6,23,0,5,0,76.32,High,Post-Graduate,4730,0,High,High
7006,12,Other,11,C,85.41,60.45,57.03,27.69,1,0,0,50.04,1,2,7,1,62.15,Medium,Graduate,7003,0,Low,High
7007,13,Male,10,A,82.9,86.54,40.74,74.73,1,7,1,50.11,33,5,1,4,93.87,Medium,Graduate,4592,3,Medium,High
7008,14,Female,11,D,73.91,79.28,84.83,28.22,1,19,1,99.22,31,9,6,4,56.31,Medium,Graduate,3103,1,Low,Low
7009,11,Male,11,D,66.99,80.78,47.73,27.2,1,7,0,53.8,48,7,9,4,59.28,Medium,Graduate,5525,3,Medium,High
7010,10,Other,6,B,54.13,53.47,69.04,49.43,1,9,2,54.51,23,0,2,0,87.86,Low,Illiterate,3753,0,Medium,High
7011,16,Other,10,B,84.88,86.72,29.23,79.06,1,0,3,56.21,48,0,0,2,95.55,Low,Graduate,2761,1,High,High
7012,16,Male,11,C,43.27,27.58,79.22,97.09,1,10,1,99.44,29,9,8,3,71.51,Medium,High School,4792,3,Low,High
7013,16,Female,11,A,32.56,55.55,96.23,82.08,1,7,3,87.23,13,19,8,4,53.52,Medium,High School,8730,1,Medium,High
7014,10,Female,11,D,78.87,99.57,55.94,57.28,1,14,3,70.43,21,18,9,0,81.24,High,High School,2408,3,Medium,High
7015,17,Male,7,A,40.14,95.85,63.87,41.81,1,18,2,99.35,28,0,6,1,88.23,Low,Post-Graduate,6875,2,High,High
7016,16,Female,9,A,93.27,26.58,91.96,44.11,1,13,0,78.02,49,1,8,1,76.32,Medium,High School,4069,2,Medium,Low
7017,16,Male,6,C,83.95,65.84,83.62,42.7,1,3,0,90.35,19,16,1,3,69.61,Medium,High School,8536,1,Low,Low
7018,14,Female,11,A,72.16,45.25,96.98,42.27,0,7,3,53.78,15,19,0,0,83.89,Medium,Illiterate,7798,2,Medium,High
7019,15,Male,9,D,51.97,78.28,41.29,25.53,1,11,2,96.97,15,18,3,1,73.62,High,High School,7002,0,High,High
7020,15,Male,6,C,74.66,78.86,57.6,37.64,1,17,3,97.63,7,18,0,3,89.08,Medium,Post-Graduate,2086,0,Low,High
7021,13,Male,6,A,63.38,20.01,56.45,28.63,1,8,0,93.18,1,5,1,4,50.31,High,High School,8137,1,Medium,Low
7022,13,Female,6,C,50.38,87.67,57.85,20.59,1,3,2,58.05,23,7,7,3,80.42,Medium,High School,5201,0,Low,High
7023,16,Female,11,C,96.16,37.89,93.05,42.85,1,5,2,50.16,15,16,6,2,92.28,High,Illiterate,3587,0,Medium,High
7024,14,Other,7,B,41.33,97.27,36.44,48.18,1,13,1,94.92,15,7,1,4,84.07,Medium,High School,4967,1,High,High
7025,16,Male,11,C,82.74,92.43,91.59,94.19,1,12,2,65.36,1,1,7,1,78.4,Low,Illiterate,7937,3,Medium,High
7026,13,Male,11,A,86.0,35.25,65.69,99.59,1,7,0,68.15,41,9,4,3,61.16,High,Graduate,8967,0,Low,High
7027,10,Female,9,B,96.63,70.91,62.95,66.36,1,19,0,73.52,47,18,4,0,77.55,Medium,High School,6957,2,Medium,High
7028,10,Female,8,D,68.46,43.71,53.32,92.08,1,6,3,65.88,3,8,3,0,90.75,Medium,Graduate,3408,1,Medium,High
7029,17,Male,8,D,67.44,28.24,63.17,69.46,1,13,0,79.74,9,12,0,1,92.91,Low,High School,8045,0,Medium,Low
7030,11,Male,8,D,94.42,89.92,84.26,59.81,1,7,0,70.17,22,1,2,4,81.9,Low,High School,6454,2,Medium,High
7031,15,Female,9,D,86.08,34.47,59.38,23.41,1,11,0,86.59,13,1,9,3,99.22,Medium,High School,3043,3,Medium,Low
7032,14,Male,10,D,83.45,53.68,82.08,23.57,1,19,3,51.6,23,0,1,2,55.93,Low,High School,2662,1,Medium,High
7033,12,Female,9,A,85.24,93.94,53.33,22.46,1,1,1,60.25,9,1,7,4,84.18,Medium,Graduate,2113,3,Medium,High
7034,15,Female,6,C,64.52,26.03,34.63,32.01,1,3,1,95.73,30,7,3,2,52.17,High,High School,2884,1,Medium,Low
7035,12,Female,11,B,32.9,64.05,53.17,26.15,1,3,1,52.26,25,4,2,3,92.72,Low,High School,9590,3,Medium,High
7036,11,Female,10,C,43.88,65.77,77.87,35.57,1,10,2,73.87,14,3,8,0,88.88,Medium,High School,4757,3,Medium,High
7037,11,Male,6,C,75.01,81.05,88.14,61.54,1,9,1,59.07,26,10,0,0,90.74,Medium,High School,2112,3,High,High
7038,16,Female,11,A,57.73,86.17,81.73,60.26,1,4,2,88.94,27,19,3,0,68.07,Low,Post-Graduate,9054,2,Medium,High
